investigation_id,transaction_id,fraud_prediction_id,investigation_status,investigation_priority,investigator_name,investigation_notes,investigation_result,created_at,resolved_at
INV001073,TXN055537,FRD055537,Resolved,High,Bhavani Choudhury,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-04-04 14:42:38,2026-04-05 14:42:38
INV001074,TXN055651,FRD055651,Resolved,High,Amruta Mital,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-07-28 14:18:37,2025-07-31 14:18:37
INV001075,TXN055688,FRD055688,Closed,High,Chavvi Nair,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-09-23 12:50:01,2024-09-27 12:50:01
INV001076,TXN055748,FRD055748,Closed,High,Gaurang Rout,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-09-14 21:05:17,2024-09-21 21:05:17
INV001077,TXN055755,FRD055755,Resolved,Critical,Kamya Nadkarni,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-07-29 02:02:22,2025-08-02 02:02:22
INV001078,TXN055829,FRD055829,Resolved,High,Tripti Malhotra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-02-17 22:02:24,2026-02-20 22:02:24
INV001079,TXN055906,FRD055906,Resolved,High,Nakul Oza,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-04-26 10:35:31,2025-04-30 10:35:31
INV001080,TXN055913,FRD055913,Open,High,Neel Goyal,Medium-risk fraudulent transaction flagged for detailed review.,,2026-02-22 09:57:57,
INV001081,TXN055914,FRD055914,Closed,Critical,Ekaraj Dhaliwal,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-03-02 09:00:18,2024-03-03 09:00:18
INV001082,TXN055939,FRD055939,Closed,High,Orinder Rajan,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-04-19 00:55:46,2025-04-21 00:55:46
INV001083,TXN055945,FRD055945,Resolved,High,Atharv Mahajan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-06-02 18:05:45,2026-06-08 18:05:45
INV001084,TXN055956,FRD055956,Open,High,Kai Pingle,Medium-risk fraudulent transaction flagged for detailed review.,,2025-11-07 04:09:49,
INV001085,TXN055984,FRD055984,In Progress,High,Arin Keer,Medium-risk fraudulent transaction flagged for detailed review.,,2025-12-29 15:08:33,
INV001086,TXN055991,FRD055991,Resolved,High,Priya Kari,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-09-06 07:50:15,2025-09-08 07:50:15
INV001087,TXN056014,FRD056014,Resolved,High,Utkarsh Kala,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-10 17:59:36,2025-02-14 17:59:36
INV001088,TXN056038,FRD056038,Resolved,Critical,Wriddhish Khalsa,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-04-30 06:28:53,2026-05-02 06:28:53
INV001089,TXN056049,FRD056049,Resolved,High,Janaki Sen,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-05-20 22:06:58,2024-05-23 22:06:58
INV001090,TXN056145,FRD056145,In Progress,High,George Oak,Medium-risk fraudulent transaction flagged for detailed review.,,2025-01-31 01:00:18,
INV001091,TXN056149,FRD056149,Closed,High,Omya Maharaj,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-12-08 20:31:41,2025-12-09 20:31:41
INV001092,TXN056182,FRD056182,In Progress,High,Gautam Parsa,Medium-risk fraudulent transaction flagged for detailed review.,,2025-04-09 07:43:03,
INV001093,TXN056193,FRD056193,Resolved,Critical,Hiral Deep,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-01-10 20:13:08,2025-01-14 20:13:08
INV001094,TXN056207,FRD056207,Closed,Critical,Balhaar Ram,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-05-09 13:49:40,2024-05-11 13:49:40
INV001095,TXN056234,FRD056234,Resolved,Critical,Riya Hora,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-01-15 12:06:05,2026-01-21 12:06:05
INV001096,TXN056235,FRD056235,Open,High,Chameli Banerjee,Medium-risk fraudulent transaction flagged for detailed review.,,2025-05-22 16:05:26,
INV001097,TXN056272,FRD056272,Closed,High,Nitara Ganesan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-31 01:07:58,2026-02-04 01:07:58
INV001098,TXN056292,FRD056292,Closed,High,Tristan Dada,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-07-02 21:54:15,2024-07-08 21:54:15
INV001099,TXN056295,FRD056295,Open,High,Yadavi Nayar,Medium-risk fraudulent transaction flagged for detailed review.,,2025-10-14 03:12:37,
INV001100,TXN056438,FRD056438,Resolved,Critical,Rushil Shankar,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-05-10 20:23:43,2024-05-12 20:23:43
INV001101,TXN056454,FRD056454,In Progress,High,Nachiket Subramanian,Medium-risk fraudulent transaction flagged for detailed review.,,2026-06-05 20:02:57,
INV001102,TXN056501,FRD056501,Resolved,Critical,Urvashi Dalal,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-04-09 12:03:13,2024-04-12 12:03:13
INV001103,TXN056552,FRD056552,Resolved,High,Pranav Varkey,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-10-17 05:09:49,2025-10-22 05:09:49
INV001104,TXN056556,FRD056556,Open,Critical,Zayan Agrawal,High-risk fraudulent transaction requires immediate investigation.,,2024-05-27 02:21:04,
INV001105,TXN056580,FRD056580,Resolved,High,Anamika Goel,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-04-11 19:04:39,2024-04-18 19:04:39
INV001106,TXN056675,FRD056675,Closed,High,Yashodhara Naik,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-12-14 12:20:10,2025-12-20 12:20:10
INV001107,TXN056910,FRD056910,Closed,High,Pallavi Chaudry,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-05-30 01:29:52,2025-05-31 01:29:52
INV001108,TXN057055,FRD057055,Closed,Critical,Gagan Ramachandran,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-09-04 23:05:05,2024-09-06 23:05:05
INV001109,TXN057141,FRD057141,Closed,High,William Kara,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-11-01 13:39:38,2024-11-07 13:39:38
INV001110,TXN057169,FRD057169,In Progress,Critical,Chaman Pingle,High-risk fraudulent transaction requires immediate investigation.,,2025-07-11 07:14:28,
INV001111,TXN057216,FRD057216,In Progress,High,Oviya Bala,Medium-risk fraudulent transaction flagged for detailed review.,,2026-06-27 20:12:34,
INV001112,TXN057217,FRD057217,Closed,High,Damyanti Mall,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-04-01 03:23:37,2024-04-06 03:23:37
INV001113,TXN057353,FRD057353,In Progress,High,Aadi Chopra,Medium-risk fraudulent transaction flagged for detailed review.,,2025-01-04 05:42:49,
INV001114,TXN057360,FRD057360,Resolved,Critical,Raghav Mistry,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-02-21 10:22:38,2025-02-23 10:22:38
INV001115,TXN057487,FRD057487,Closed,High,Lila Saxena,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-03-15 02:10:20,2024-03-19 02:10:20
INV001116,TXN057526,FRD057526,In Progress,High,Nitara Tank,Medium-risk fraudulent transaction flagged for detailed review.,,2026-03-22 15:02:35,
INV001117,TXN057533,FRD057533,Closed,High,Oliver Sinha,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-03-03 23:16:38,2025-03-08 23:16:38
INV001118,TXN057588,FRD057588,In Progress,Critical,Ira Peri,High-risk fraudulent transaction requires immediate investigation.,,2024-04-30 04:08:40,
INV001119,TXN057591,FRD057591,Closed,High,Dhriti Bhatia,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-02 03:54:18,2025-02-03 03:54:18
INV001120,TXN057642,FRD057642,Open,High,Farhan Prashad,Medium-risk fraudulent transaction flagged for detailed review.,,2025-06-26 07:31:05,
INV001121,TXN057715,FRD057715,Resolved,High,Shravya Mann,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-23 00:52:21,2025-02-24 00:52:21
INV001122,TXN057734,FRD057734,Resolved,High,Oeshi Comar,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-12-01 15:01:14,2024-12-04 15:01:14
INV001123,TXN057763,FRD057763,Closed,Critical,Kashvi Batra,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-01-07 20:12:17,2026-01-14 20:12:17
INV001124,TXN057816,FRD057816,In Progress,High,Daksh Ramachandran,Medium-risk fraudulent transaction flagged for detailed review.,,2025-11-18 15:45:02,
INV001125,TXN057817,FRD057817,Closed,High,Balendra Deol,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-09 18:45:07,2024-10-11 18:45:07
INV001126,TXN057878,FRD057878,In Progress,Critical,Aayush Sarraf,High-risk fraudulent transaction requires immediate investigation.,,2025-01-16 06:37:05,
INV001127,TXN057986,FRD057986,Closed,High,Bhavini Ganesh,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-03-07 13:19:35,2026-03-14 13:19:35
INV001128,TXN058014,FRD058014,Closed,High,Urvi Mitter,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-03-08 16:19:06,2025-03-12 16:19:06
INV001129,TXN058174,FRD058174,In Progress,High,Tanvi Agate,Medium-risk fraudulent transaction flagged for detailed review.,,2025-05-10 11:51:29,
INV001130,TXN058196,FRD058196,Open,High,Tanveer Balasubramanian,Medium-risk fraudulent transaction flagged for detailed review.,,2025-02-17 15:12:41,
INV001131,TXN058261,FRD058261,Resolved,Critical,Mekhala Ravel,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-11-21 17:34:38,2025-11-25 17:34:38
INV001132,TXN058326,FRD058326,In Progress,High,Panini Mistry,Medium-risk fraudulent transaction flagged for detailed review.,,2026-06-30 09:44:12,
INV001133,TXN058351,FRD058351,In Progress,High,Indrajit Bhattacharyya,Medium-risk fraudulent transaction flagged for detailed review.,,2025-09-28 01:22:02,
INV001134,TXN058388,FRD058388,In Progress,Critical,Advaith Mane,High-risk fraudulent transaction requires immediate investigation.,,2025-09-19 05:32:44,
INV001135,TXN058448,FRD058448,Closed,High,Harish Kala,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-03-05 10:17:40,2024-03-11 10:17:40
INV001136,TXN058474,FRD058474,Resolved,High,Shaurya Borra,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-06-02 08:36:59,2025-06-08 08:36:59
INV001137,TXN058554,FRD058554,In Progress,High,Dalaja Savant,Medium-risk fraudulent transaction flagged for detailed review.,,2026-04-10 02:19:38,
INV001138,TXN058578,FRD058578,Closed,High,Isaac Venkataraman,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-08-21 23:05:29,2025-08-27 23:05:29
INV001139,TXN058618,FRD058618,In Progress,High,Devika Sawhney,Medium-risk fraudulent transaction flagged for detailed review.,,2026-01-17 13:45:28,
INV001140,TXN058777,FRD058777,Closed,Critical,Yadavi Kakar,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-08-08 11:48:08,2025-08-09 11:48:08
INV001141,TXN058842,FRD058842,Resolved,High,Peter Bajaj,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-02-02 17:36:22,2026-02-05 17:36:22
INV001142,TXN058851,FRD058851,Resolved,High,Rayaan Muni,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-05-21 13:36:01,2025-05-22 13:36:01
INV001143,TXN058890,FRD058890,In Progress,High,Charita Bawa,Medium-risk fraudulent transaction flagged for detailed review.,,2025-09-26 12:25:28,
INV001144,TXN058901,FRD058901,In Progress,High,Anika Sagar,Medium-risk fraudulent transaction flagged for detailed review.,,2026-01-09 07:28:01,
INV001145,TXN058918,FRD058918,Resolved,High,Advik Khurana,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-03-24 22:44:18,2024-03-30 22:44:18
INV001146,TXN059026,FRD059026,Open,High,Girindra Nath,Medium-risk fraudulent transaction flagged for detailed review.,,2025-07-27 20:58:43,
INV001147,TXN059031,FRD059031,Resolved,High,Hema Wadhwa,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-02-13 22:12:30,2025-02-16 22:12:30
INV001148,TXN059085,FRD059085,Resolved,High,Upma Tata,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-24 21:03:14,2026-01-27 21:03:14
INV001149,TXN059158,FRD059158,Closed,High,Charita Pandya,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-01-05 01:49:39,2025-01-08 01:49:39
INV001150,TXN059195,FRD059195,Resolved,Critical,Vanya Samra,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-07-15 11:36:35,2025-07-18 11:36:35
INV001151,TXN059236,FRD059236,Open,Critical,Wakeeta Kari,High-risk fraudulent transaction requires immediate investigation.,,2025-03-21 06:24:06,
INV001152,TXN059241,FRD059241,Open,High,Andrew Modi,Medium-risk fraudulent transaction flagged for detailed review.,,2024-09-12 23:59:26,
INV001153,TXN059290,FRD059290,Closed,High,Gunbir Batra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-02-27 21:39:18,2026-03-03 21:39:18
INV001154,TXN059320,FRD059320,Resolved,Critical,Azad Raja,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-12-18 20:25:29,2025-12-25 20:25:29
INV001155,TXN059344,FRD059344,Resolved,High,Faras Dhawan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-07 10:58:42,2024-10-12 10:58:42
INV001156,TXN059367,FRD059367,Resolved,High,Theodore Chada,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-02-28 17:14:52,2024-03-06 17:14:52
INV001157,TXN059392,FRD059392,In Progress,High,Chakradev Jayaraman,Medium-risk fraudulent transaction flagged for detailed review.,,2024-03-23 13:34:10,
INV001158,TXN059406,FRD059406,Resolved,Critical,Daksha Narayan,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-05-17 02:53:25,2025-05-18 02:53:25
INV001159,TXN059475,FRD059475,Resolved,Critical,Nitesh Khare,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-05-23 00:20:11,2025-05-29 00:20:11
INV001160,TXN059495,FRD059495,Closed,High,Nathaniel Dash,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-06 13:38:18,2026-01-08 13:38:18
INV001161,TXN059512,FRD059512,Resolved,Critical,Qabil Nadkarni,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-07-20 05:07:35,2025-07-24 05:07:35
INV001162,TXN059525,FRD059525,Resolved,High,Yashawini Nayak,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-21 18:09:04,2024-10-24 18:09:04
INV001163,TXN059593,FRD059593,Open,Critical,Omya Pradhan,High-risk fraudulent transaction requires immediate investigation.,,2025-09-10 03:30:54,
INV001164,TXN059642,FRD059642,Resolved,High,Vasana Raghavan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-05-26 04:40:08,2025-05-29 04:40:08
INV001165,TXN059671,FRD059671,Resolved,Critical,Unnati Desai,High-risk fraudulent transaction requires immediate investigation.,False Positive,2026-04-12 08:56:26,2026-04-19 08:56:26
INV001166,TXN059729,FRD059729,Resolved,High,Onveer Wable,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-09-11 00:15:39,2025-09-15 00:15:39
INV001167,TXN059735,FRD059735,Resolved,High,Ishita Shankar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-07-03 20:59:30,2024-07-07 20:59:30
INV001168,TXN059779,FRD059779,Closed,Critical,Daksha Khalsa,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-10-14 10:23:20,2025-10-17 10:23:20
INV001169,TXN059848,FRD059848,Open,High,Kavya Dhillon,Medium-risk fraudulent transaction flagged for detailed review.,,2025-03-12 02:33:08,
INV001170,TXN059915,FRD059915,Closed,High,Sneha Andra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-09-29 16:50:19,2025-09-30 16:50:19
INV001171,TXN059922,FRD059922,Open,High,Girindra Gara,Medium-risk fraudulent transaction flagged for detailed review.,,2025-06-19 11:39:11,
INV001172,TXN059996,FRD059996,Resolved,Critical,Abeer Wadhwa,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-08-27 10:50:01,2025-09-01 10:50:01
INV001173,TXN060058,FRD060058,Resolved,High,Yashasvi Chandra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-04-12 11:08:26,2025-04-14 11:08:26
INV001174,TXN060091,FRD060091,Closed,High,Jairaj Palan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-06-13 14:39:10,2024-06-18 14:39:10
INV001175,TXN060126,FRD060126,Closed,Critical,Simon Butala,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-02-28 23:57:49,2024-03-04 23:57:49
INV001176,TXN060166,FRD060166,In Progress,High,Vasatika Sagar,Medium-risk fraudulent transaction flagged for detailed review.,,2025-07-19 19:19:38,
INV001177,TXN060192,FRD060192,In Progress,High,Zaid Sandal,Medium-risk fraudulent transaction flagged for detailed review.,,2025-04-13 23:55:16,
INV001178,TXN060207,FRD060207,Closed,Critical,Gunbir Bava,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-12-15 10:14:07,2024-12-20 10:14:07
